0	"large-scale knowledge"	rdfs:subClassOf	"knowledge"
6	"numeric filter expressions"	rdfs:subClassOf	"expressions"
6	"numeric filter"	rdfs:subClassOf	"filter"
6	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
6	"allowing for numeric filter expressions"	local:for_numericfilterexpressions	"allowing"
6	"allowing for numeric filter expressions"	local:allowing_for	"numeric filter expressions"
6	"expand"	local:AM-PNC	"consider"
6	"filter expressions"	rdfs:subClassOf	"expressions"
6	"numeric filter expressions"	rdfs:subClassOf	"expressions"
6	"numeric filter"	rdfs:subClassOf	"filter"
6	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
6	"richer fragment"	rdfs:subClassOf	"fragment"
6	"allowing for numeric filter expressions"	local:for_numericfilterexpressions	"allowing"
6	"allowing for numeric filter expressions"	local:allowing_for	"numeric filter expressions"
6	"consider"	vn.role:Theme	"richer fragment"
6	"filter expressions"	rdfs:subClassOf	"expressions"
6	"numeric filter expressions"	rdfs:subClassOf	"expressions"
6	"numeric filter"	rdfs:subClassOf	"filter"
6	"30,000 employees"	rdfs:subClassOf	"employees"
6	"least 30,000"	rdfs:subClassOf	"30,000"
6	"also similar"	rdfs:subClassOf	"similar"
6	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
6	"also similar in telenor"	local:in_telenor	"also similar"
6	"also similar in telenor"	local:alsosimilar_in	"telenor"
6	"allowing"	vn.role:Theme	"numeric filter expressions"
6	"filter expressions"	rdfs:subClassOf	"expressions"
6	"numeric filter expressions"	rdfs:subClassOf	"expressions"
6	"numeric filter"	rdfs:subClassOf	"filter"
6	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
6	"richer fragment"	rdfs:subClassOf	"fragment"
6	"allowing for numeric filter expressions"	local:for_numericfilterexpressions	"allowing"
6	"allowing for numeric filter expressions"	local:allowing_for	"numeric filter expressions"
6	"enables"	vn.role:Agent	"richer fragment"
6	"30,000 employees"	rdfs:subClassOf	"employees"
6	"least 30,000"	rdfs:subClassOf	"30,000"
6	"also similar"	rdfs:subClassOf	"similar"
6	"also similar in telenor"	local:in_telenor	"also similar"
6	"also similar in telenor"	local:alsosimilar_in	"telenor"
6	"enables"	vn.role:Patient	"also similar in telenor"
6	"express"	vn.role:Theme	"our"
6	"30,000 employees"	rdfs:subClassOf	"employees"
6	"least 30,000"	rdfs:subClassOf	"30,000"
6	"also similar"	rdfs:subClassOf	"similar"
6	"also similar in telenor"	local:in_telenor	"also similar"
6	"also similar in telenor"	local:alsosimilar_in	"telenor"
6	"express"	vn.role:Agent	"also similar in telenor"
6	"have"	vn.role:Experiencer	"telenor"
6	"have"	local:AM-ADV	"both"
6	"30,000 employees"	rdfs:subClassOf	"employees"
6	"least 30,000"	rdfs:subClassOf	"30,000"
6	"have"	vn.role:Stimulus	"30,000 employees"
7	"expand"	vn.role:Agent	"first"
7	"similarity queries"	rdfs:subClassOf	"queries"
7	"language of similarity queries"	local:of_similarityqueries	"language"
7	"language of similarity queries"	local:language_of	"similarity queries"
7	"expand"	vn.role:Patient	"language of similarity queries"
7	"richer fragment"	rdfs:subClassOf	"fragment"
7	"filter expressions"	rdfs:subClassOf	"expressions"
7	"numeric filter expressions"	rdfs:subClassOf	"expressions"
7	"numeric filter"	rdfs:subClassOf	"filter"
7	"30,000 employees"	rdfs:subClassOf	"employees"
7	"least 30,000"	rdfs:subClassOf	"30,000"
7	"also similar"	rdfs:subClassOf	"similar"
7	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
7	"allowing for numeric filter expressions"	local:for_numericfilterexpressions	"allowing"
7	"allowing for numeric filter expressions"	local:allowing_for	"numeric filter expressions"
7	"also similar in telenor"	local:in_telenor	"also similar"
7	"also similar in telenor"	local:alsosimilar_in	"telenor"
7	"expand"	local:AM-PNC	"consider"
7	"filter expressions"	rdfs:subClassOf	"expressions"
7	"numeric filter expressions"	rdfs:subClassOf	"expressions"
7	"numeric filter"	rdfs:subClassOf	"filter"
7	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
7	"richer fragment"	rdfs:subClassOf	"fragment"
7	"allowing for numeric filter expressions"	local:for_numericfilterexpressions	"allowing"
7	"allowing for numeric filter expressions"	local:allowing_for	"numeric filter expressions"
7	"consider"	vn.role:Theme	"richer fragment"
7	"filter expressions"	rdfs:subClassOf	"expressions"
7	"numeric filter expressions"	rdfs:subClassOf	"expressions"
7	"numeric filter"	rdfs:subClassOf	"filter"
7	"30,000 employees"	rdfs:subClassOf	"employees"
7	"least 30,000"	rdfs:subClassOf	"30,000"
7	"also similar"	rdfs:subClassOf	"similar"
7	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
7	"also similar in telenor"	local:in_telenor	"also similar"
7	"also similar in telenor"	local:alsosimilar_in	"telenor"
7	"allowing"	vn.role:Theme	"numeric filter expressions"
7	"filter expressions"	rdfs:subClassOf	"expressions"
7	"numeric filter expressions"	rdfs:subClassOf	"expressions"
7	"numeric filter"	rdfs:subClassOf	"filter"
7	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
7	"richer fragment"	rdfs:subClassOf	"fragment"
7	"allowing for numeric filter expressions"	local:for_numericfilterexpressions	"allowing"
7	"allowing for numeric filter expressions"	local:allowing_for	"numeric filter expressions"
7	"enables"	vn.role:Agent	"richer fragment"
7	"30,000 employees"	rdfs:subClassOf	"employees"
7	"least 30,000"	rdfs:subClassOf	"30,000"
7	"also similar"	rdfs:subClassOf	"similar"
7	"also similar in telenor"	local:in_telenor	"also similar"
7	"also similar in telenor"	local:alsosimilar_in	"telenor"
7	"enables"	vn.role:Patient	"also similar in telenor"
7	"express"	vn.role:Theme	"our"
7	"30,000 employees"	rdfs:subClassOf	"employees"
7	"least 30,000"	rdfs:subClassOf	"30,000"
7	"also similar"	rdfs:subClassOf	"similar"
7	"also similar in telenor"	local:in_telenor	"also similar"
7	"also similar in telenor"	local:alsosimilar_in	"telenor"
7	"express"	vn.role:Agent	"also similar in telenor"
7	"have"	vn.role:Experiencer	"telenor"
7	"have"	local:AM-ADV	"both"
7	"30,000 employees"	rdfs:subClassOf	"employees"
7	"least 30,000"	rdfs:subClassOf	"30,000"
7	"have"	vn.role:Stimulus	"30,000 employees"
8	"expand"	vn.role:Agent	"first"
8	"similarity queries"	rdfs:subClassOf	"queries"
8	"language of similarity queries"	local:of_similarityqueries	"language"
8	"language of similarity queries"	local:language_of	"similarity queries"
8	"expand"	vn.role:Patient	"language of similarity queries"
8	"richer fragment"	rdfs:subClassOf	"fragment"
8	"filter expressions"	rdfs:subClassOf	"expressions"
8	"numeric filter expressions"	rdfs:subClassOf	"expressions"
8	"numeric filter"	rdfs:subClassOf	"filter"
8	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
8	"allowing for numeric filter expressions"	local:for_numericfilterexpressions	"allowing"
8	"allowing for numeric filter expressions"	local:allowing_for	"numeric filter expressions"
8	"expand"	local:AM-PNC	"consider"
8	"filter expressions"	rdfs:subClassOf	"expressions"
8	"numeric filter expressions"	rdfs:subClassOf	"expressions"
8	"numeric filter"	rdfs:subClassOf	"filter"
8	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
8	"richer fragment"	rdfs:subClassOf	"fragment"
8	"allowing for numeric filter expressions"	local:for_numericfilterexpressions	"allowing"
8	"allowing for numeric filter expressions"	local:allowing_for	"numeric filter expressions"
8	"consider"	vn.role:Theme	"richer fragment"
8	"filter expressions"	rdfs:subClassOf	"expressions"
8	"numeric filter expressions"	rdfs:subClassOf	"expressions"
8	"numeric filter"	rdfs:subClassOf	"filter"
8	"30,000 employees"	rdfs:subClassOf	"employees"
8	"least 30,000"	rdfs:subClassOf	"30,000"
8	"also similar"	rdfs:subClassOf	"similar"
8	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
8	"also similar in vodafone"	local:in_vodafone	"also similar"
8	"also similar in vodafone"	local:alsosimilar_in	"vodafone"
8	"allowing"	vn.role:Theme	"numeric filter expressions"
8	"filter expressions"	rdfs:subClassOf	"expressions"
8	"numeric filter expressions"	rdfs:subClassOf	"expressions"
8	"numeric filter"	rdfs:subClassOf	"filter"
8	"numeric filter expressions"	rdfs:subClassOf	"filter expressions"
8	"richer fragment"	rdfs:subClassOf	"fragment"
8	"allowing for numeric filter expressions"	local:for_numericfilterexpressions	"allowing"
8	"allowing for numeric filter expressions"	local:allowing_for	"numeric filter expressions"
8	"enables"	vn.role:Agent	"richer fragment"
8	"30,000 employees"	rdfs:subClassOf	"employees"
8	"least 30,000"	rdfs:subClassOf	"30,000"
8	"also similar"	rdfs:subClassOf	"similar"
8	"also similar in vodafone"	local:in_vodafone	"also similar"
8	"also similar in vodafone"	local:alsosimilar_in	"vodafone"
8	"enables"	vn.role:Patient	"also similar in vodafone"
8	"express"	vn.role:Theme	"our"
8	"30,000 employees"	rdfs:subClassOf	"employees"
8	"least 30,000"	rdfs:subClassOf	"30,000"
8	"also similar"	rdfs:subClassOf	"similar"
8	"also similar in vodafone"	local:in_vodafone	"also similar"
8	"also similar in vodafone"	local:alsosimilar_in	"vodafone"
8	"express"	vn.role:Agent	"also similar in vodafone"
8	"have"	vn.role:Experiencer	"vodafone"
8	"have"	local:AM-ADV	"both"
8	"30,000 employees"	rdfs:subClassOf	"employees"
8	"least 30,000"	rdfs:subClassOf	"30,000"
8	"have"	vn.role:Stimulus	"30,000 employees"
9	"propose"	vn.role:Agent	"we"
9	"propose"	local:AM-TMP	"then"
9	"additional desirable"	rdfs:subClassOf	"desirable"
9	"additional desirable properties"	rdfs:subClassOf	"properties"
9	"desirable properties"	rdfs:subClassOf	"properties"
9	"certain additional desirable"	rdfs:subClassOf	"desirable"
9	"certain additional desirable properties"	rdfs:subClassOf	"properties"
9	"certain additional"	rdfs:subClassOf	"additional"
9	"as specific"	rdfs:subClassOf	"specific"
9	"additional desirable properties"	rdfs:subClassOf	"desirable properties"
9	"certain additional desirable properties"	rdfs:subClassOf	"additional desirable properties"
9	"propose"	vn.role:Topic	"algorithms"
9	"satisfying"	vn.role:Experiencer	"algorithms"
9	"additional desirable"	rdfs:subClassOf	"desirable"
9	"additional desirable properties"	rdfs:subClassOf	"properties"
9	"desirable properties"	rdfs:subClassOf	"properties"
9	"certain additional desirable"	rdfs:subClassOf	"desirable"
9	"certain additional desirable properties"	rdfs:subClassOf	"properties"
9	"certain additional"	rdfs:subClassOf	"additional"
9	"as specific"	rdfs:subClassOf	"specific"
9	"additional desirable properties"	rdfs:subClassOf	"desirable properties"
9	"certain additional desirable properties"	rdfs:subClassOf	"additional desirable properties"
9	"satisfying"	vn.role:Cause	"certain additional desirable properties"
10	"are,"	vn.role:subject	"algorithms"
10	"scalable algorithm"	rdfs:subClassOf	"algorithm"
10	"similarity query"	rdfs:subClassOf	"query"
10	"specific one"	rdfs:subClassOf	"one"
10	"most specific"	rdfs:subClassOf	"specific"
10	"necessarily specific one"	rdfs:subClassOf	"specific one"
10	"not necessarily specific one"	rdfs:subClassOf	"necessarily specific one"
10	"also propose"	rdfs:subClassOf	"propose"
10	"hence also propose"	rdfs:subClassOf	"also propose"
10	"however impractical"	rdfs:subClassOf	"impractical"
10	"are,"	vn.role:object	"however impractical"
10	"propose"	vn.role:Agent	"we"
10	"propose"	local:AM-DIS	"also"
10	"scalable algorithm"	rdfs:subClassOf	"algorithm"
10	"similarity query"	rdfs:subClassOf	"query"
10	"specific one"	rdfs:subClassOf	"one"
10	"most specific"	rdfs:subClassOf	"specific"
10	"necessarily specific one"	rdfs:subClassOf	"specific one"
10	"propose"	vn.role:Topic	"scalable algorithm"
10	"implement"	vn.role:Agent	"we"
10	"implement"	local:AM-DIS	"also"
10	"scalable algorithm"	rdfs:subClassOf	"algorithm"
10	"similarity query"	rdfs:subClassOf	"query"
10	"specific one"	rdfs:subClassOf	"one"
10	"most specific"	rdfs:subClassOf	"specific"
10	"necessarily specific one"	rdfs:subClassOf	"specific one"
10	"implement"	vn.role:Theme	"scalable algorithm"
10	"scalable algorithm"	rdfs:subClassOf	"algorithm"
10	"guaranteed"	vn.role:Theme	"scalable algorithm"
10	"similarity query"	rdfs:subClassOf	"query"
10	"specific one"	rdfs:subClassOf	"one"
10	"most specific"	rdfs:subClassOf	"specific"
10	"necessarily specific one"	rdfs:subClassOf	"specific one"
10	"guaranteed"	vn.role:Theme	"compute"
10	"scalable algorithm"	rdfs:subClassOf	"algorithm"
10	"compute"	vn.role:Agent	"scalable algorithm"
10	"similarity query"	rdfs:subClassOf	"query"
10	"specific one"	rdfs:subClassOf	"one"
10	"most specific"	rdfs:subClassOf	"specific"
10	"necessarily specific one"	rdfs:subClassOf	"specific one"
10	"compute"	vn.role:Product	"similarity query"
